head	relation	tail
cause:03668ac759cb	CAUSES	group:mode_group_0254
cause:03668ac759cb	CAUSES_EFFECT	effect:fe4f4c07d6fd
cause:03668ac759cb	CAUSES_EFFECT	group:effect_regroup_0033
mode:6cf303ed42c2	BELONGS_TO	group:mode_group_0254
effect:acb08ad24f16	BELONGS_TO	group:effect_regroup_0033
mode:1d8a6888ba2f	BELONGS_TO	group:mode_regroup_0029
cause:6f0d6580cfe8	CAUSES	group:mode_regroup_0029
cause:6f0d6580cfe8	CAUSES_EFFECT	group:effect_regroup_0033
mode:a08c5c1972ee	BELONGS_TO	group:mode_group_0083
cause:807beba1b974	CAUSES	group:mode_group_0083
cause:807beba1b974	CAUSES_EFFECT	effect:fe4f4c07d6fd
mode:9104a3b2f54d	BELONGS_TO	group:mode_group_0083
cause:012287f9868e	CAUSES	mode:353633af21c7
cause:012287f9868e	CAUSES	group:mode_group_0083
cause:012287f9868e	CAUSES_EFFECT	effect:b072d0dfecbe
cause:012287f9868e	CAUSES_EFFECT	group:effect_group_0003
cause:249f6e74b520	BELONGS_TO	group:cause_group_0072
mode:bf46234f13cf	LEADS_TO	effect:eacec107c7bb
cause:cfe01cf84a12	BELONGS_TO	group:cause_group_0321
mode:efbfc4f13c55	LEADS_TO	group:effect_group_0003
mode:efbfc4f13c55	LEADS_TO	group:effect_group_0172
mode:db452669d2eb	LEADS_TO	group:effect_group_0150
effect:fa83aa20b244	BELONGS_TO	group:effect_group_0150
mode:e254ab4242e5	LEADS_TO	effect:565d64d844bd
mode:e254ab4242e5	LEADS_TO	effect:67464b942bc3
mode:e254ab4242e5	LEADS_TO	effect:9ce0a566e8b4
mode:e254ab4242e5	LEADS_TO	group:effect_group_0172
cause:6365df3cd72b	CAUSES	mode:e254ab4242e5
cause:6365df3cd72b	CAUSES_EFFECT	effect:565d64d844bd
cause:48f0081ceeed	BELONGS_TO	group:cause_group_0329
cause:a56c14b109aa	CAUSES	mode:e254ab4242e5
cause:a56c14b109aa	CAUSES_EFFECT	effect:9ce0a566e8b4
mode:949a4987001d	LEADS_TO	effect:917ff990112f
mode:949a4987001d	LEADS_TO	group:effect_group_0177
effect:39265c89e00a	BELONGS_TO	group:effect_group_0177
cause:65fc42c94950	CAUSES	mode:949a4987001d
cause:65fc42c94950	CAUSES_EFFECT	effect:917ff990112f
mode:3dcf2b52fb4f	BELONGS_TO	group:mode_regroup_0021
cause:4e6b454e87d0	CAUSES	group:mode_regroup_0021
cause:4e6b454e87d0	CAUSES_EFFECT	group:effect_regroup_0012
effect:a56c14b109aa	BELONGS_TO	group:effect_regroup_0012
mode:b8dd8c7906e1	BELONGS_TO	group:mode_group_0105
cause:1406feb2c198	BELONGS_TO	group:cause_group_0320
effect:015f28b9df1b	BELONGS_TO	group:effect_regroup_0033
cause:fb010c0ca89b	BELONGS_TO	group:cause_group_0138
cause:eedc3c01ffc8	BELONGS_TO	group:cause_group_0329
mode:9c7aed6272c6	LEADS_TO	effect:67464b942bc3
mode:9c7aed6272c6	LEADS_TO	group:effect_group_0172
cause:01a5dd022e25	CAUSES	mode:9c7aed6272c6
cause:01a5dd022e25	CAUSES	mode:353633af21c7
cause:01a5dd022e25	CAUSES_EFFECT	effect:67464b942bc3
cause:01a5dd022e25	CAUSES_EFFECT	group:effect_regroup_0012
mode:5a7a57d7b436	LEADS_TO	effect:6986104b2d67
mode:5a7a57d7b436	LEADS_TO	effect:c44bfc453b39
cause:336d5ebc5436	CAUSES	mode:5a7a57d7b436
cause:336d5ebc5436	CAUSES_EFFECT	effect:6986104b2d67
cause:336d5ebc5436	CAUSES_EFFECT	effect:c44bfc453b39
mode:5ba46ca80a91	LEADS_TO	effect:13cd05e21e8e
mode:5ba46ca80a91	LEADS_TO	group:effect_group_0172
mode:5ba46ca80a91	LEADS_TO	group:effect_group_0154
cause:4ac41a6f0d02	BELONGS_TO	group:cause_group_0332
cause:233f498a30f6	BELONGS_TO	group:cause_group_0332
mode:fb7f79562517	LEADS_TO	effect:67464b942bc3
mode:fb7f79562517	LEADS_TO	effect:791a33be9ac1
mode:fb7f79562517	LEADS_TO	group:effect_group_0172
cause:f6e775c97a88	CAUSES	mode:fb7f79562517
cause:f6e775c97a88	CAUSES_EFFECT	effect:791a33be9ac1
cause:d5b6143a978d	CAUSES	mode:fb7f79562517
cause:d5b6143a978d	CAUSES_EFFECT	effect:67464b942bc3
cause:d5b6143a978d	CAUSES_EFFECT	group:effect_group_0172
mode:353633af21c7	LEADS_TO	group:effect_group_0003
mode:353633af21c7	LEADS_TO	group:effect_regroup_0012
effect:d5a68540a6d3	BELONGS_TO	group:effect_regroup_0012
effect:f96ad2511414	BELONGS_TO	group:effect_group_0003
cause:64cb759f39af	CAUSES	mode:353633af21c7
cause:64cb759f39af	CAUSES_EFFECT	group:effect_group_0003
cause:20d2ce63bcd3	BELONGS_TO	group:cause_group_0336
mode:f27c46451699	LEADS_TO	effect:6b06bb8f5481
mode:f27c46451699	LEADS_TO	group:effect_regroup_0005
cause:f2ae42d3652b	BELONGS_TO	group:cause_group_0321
effect:96d241822303	BELONGS_TO	group:effect_regroup_0005
mode:73307549f18f	LEADS_TO	group:effect_group_0172
mode:73307549f18f	LEADS_TO	group:effect_group_0056
mode:4a0c88033399	LEADS_TO	group:effect_group_0150
mode:5a428d824af6	LEADS_TO	group:effect_group_0172
cause:4d029457ca9a	CAUSES	mode:5a428d824af6
cause:4d029457ca9a	CAUSES_EFFECT	group:effect_group_0172
cause:6ebc5c3cce17	CAUSES	mode:5a428d824af6
cause:6ebc5c3cce17	CAUSES	mode:d044a362e8e3
cause:6ebc5c3cce17	CAUSES_EFFECT	group:effect_group_0172
cause:6ebc5c3cce17	CAUSES_EFFECT	group:effect_regroup_0002
mode:ed4ee2835957	LEADS_TO	effect:fe4f4c07d6fd
mode:ed4ee2835957	LEADS_TO	effect:d8db5decfe56
mode:c7baddfef5dc	LEADS_TO	effect:fe4f4c07d6fd
mode:c7baddfef5dc	LEADS_TO	group:effect_group_0172
cause:78948dbbff37	BELONGS_TO	group:cause_group_0336
mode:fa83aa20b244	LEADS_TO	effect:61add68f4552
mode:fa83aa20b244	LEADS_TO	group:effect_group_0172
cause:b004b7ee001a	CAUSES	mode:fa83aa20b244
cause:b004b7ee001a	CAUSES_EFFECT	effect:61add68f4552
cause:2f09cf6a0c78	BELONGS_TO	group:cause_group_0321
mode:f4142bec5ee3	BELONGS_TO	group:mode_group_0271
cause:e81e4583cdd6	BELONGS_TO	group:cause_group_0043
cause:c5d3cf3c81c9	CAUSES	group:mode_group_0272
cause:c5d3cf3c81c9	CAUSES	group:mode_group_0271
cause:c5d3cf3c81c9	CAUSES_EFFECT	group:effect_group_0032
mode:ba1737c4e2cb	BELONGS_TO	group:mode_group_0272
mode:72fd4551cf29	BELONGS_TO	group:mode_group_0232
cause:5a428d824af6	BELONGS_TO	group:cause_group_0340
cause:428dcea2a72e	CAUSES	group:mode_group_0232
cause:428dcea2a72e	CAUSES_EFFECT	effect:61add68f4552
cause:428dcea2a72e	CAUSES_EFFECT	effect:9a7436227ce4
cause:428dcea2a72e	CAUSES_EFFECT	effect:067918f4d4a7
cause:428dcea2a72e	CAUSES_EFFECT	group:effect_regroup_0015
effect:d80126f1f582	BELONGS_TO	group:effect_regroup_0015
mode:e598a5dc0dc7	BELONGS_TO	group:mode_regroup_0009
cause:40b5fe840ff0	CAUSES	group:mode_regroup_0009
cause:40b5fe840ff0	CAUSES_EFFECT	group:effect_group_0154
effect:783e5ede4d90	BELONGS_TO	group:effect_regroup_0015
mode:7ed558b387ee	LEADS_TO	effect:b88bb40a9562
mode:7ed558b387ee	LEADS_TO	effect:1ae82044d371
mode:7ed558b387ee	LEADS_TO	effect:36266dee6643
mode:d044a362e8e3	LEADS_TO	effect:ac5e8ca65b7f
mode:d044a362e8e3	LEADS_TO	effect:3df975f02e99
mode:d044a362e8e3	LEADS_TO	group:effect_regroup_0002
cause:9a8640777fae	CAUSES	mode:d044a362e8e3
cause:9a8640777fae	CAUSES_EFFECT	effect:ac5e8ca65b7f
cause:68ab1e83b726	CAUSES	mode:d044a362e8e3
cause:68ab1e83b726	CAUSES_EFFECT	effect:3df975f02e99
effect:bf290a3d7245	BELONGS_TO	group:effect_regroup_0002
mode:43844993ea41	BELONGS_TO	group:mode_group_0275
cause:b317741c304a	CAUSES	group:mode_group_0275
cause:b317741c304a	CAUSES_EFFECT	effect:9a7436227ce4
cause:c3bed447d360	CAUSES	group:mode_group_0275
cause:c3bed447d360	CAUSES_EFFECT	effect:6a963b496240
cause:c3bed447d360	CAUSES_EFFECT	effect:d252bde92ac5
mode:6c28788ffbe4	BELONGS_TO	group:mode_group_0275
cause:e4a0cf155f75	CAUSES	group:mode_group_0275
cause:e4a0cf155f75	CAUSES_EFFECT	group:effect_regroup_0012
effect:dabafe646e9d	BELONGS_TO	group:effect_regroup_0012
cause:788e9f6ddd3f	BELONGS_TO	group:cause_group_0340
mode:5ae2f0fb4b17	LEADS_TO	effect:d6de02a6d41d
mode:5ae2f0fb4b17	LEADS_TO	group:effect_regroup_0012
cause:28fa56cde228	BELONGS_TO	group:cause_regroup_0024
effect:89b18d2a9a04	BELONGS_TO	group:effect_regroup_0012
mode:b9c03861e6a5	LEADS_TO	effect:1bfb6c752947
cause:2efa726d597e	BELONGS_TO	group:cause_regroup_0024
cause:e7a81ca269c4	CAUSES	mode:b9c03861e6a5
cause:e7a81ca269c4	CAUSES_EFFECT	effect:1bfb6c752947
cause:9c5664fdc643	CAUSES	mode:b9c03861e6a5
cause:9c5664fdc643	CAUSES_EFFECT	effect:1bfb6c752947
mode:9c86e7ba063b	LEADS_TO	effect:f6ce236e18a9
mode:9c86e7ba063b	LEADS_TO	group:effect_group_0177
cause:c9c39b7cb8dc	CAUSES	mode:9c86e7ba063b
cause:c9c39b7cb8dc	CAUSES_EFFECT	effect:f6ce236e18a9
cause:c9c39b7cb8dc	CAUSES_EFFECT	group:effect_group_0177
effect:7c3b5ed992d3	BELONGS_TO	group:effect_group_0177
mode:27e1f7069b4c	BELONGS_TO	group:mode_group_0279
mode:a95dc95222b0	BELONGS_TO	group:mode_group_0279
mode:15cd0cdd1dcc	LEADS_TO	group:effect_group_0177
cause:8422881e81d6	CAUSES	mode:15cd0cdd1dcc
cause:8422881e81d6	CAUSES_EFFECT	group:effect_group_0177
cause:339b60b9da2a	CAUSES	mode:15cd0cdd1dcc
cause:339b60b9da2a	CAUSES_EFFECT	group:effect_group_0177
mode:811ded64a932	LEADS_TO	group:effect_group_0177
cause:f7e0c535b933	CAUSES	mode:811ded64a932
cause:f7e0c535b933	CAUSES_EFFECT	group:effect_group_0177
mode:8d2f5608cc37	LEADS_TO	group:effect_group_0177
cause:fe69432f976f	CAUSES	mode:8d2f5608cc37
cause:fe69432f976f	CAUSES_EFFECT	group:effect_group_0177
mode:e3afe64c8cd9	LEADS_TO	group:effect_group_0177
cause:3765f723179f	CAUSES	mode:e3afe64c8cd9
cause:3765f723179f	CAUSES_EFFECT	group:effect_group_0177
cause:56001d1c102d	CAUSES	mode:e3afe64c8cd9
cause:56001d1c102d	CAUSES_EFFECT	group:effect_group_0177
mode:d9251907d1dc	LEADS_TO	effect:67464b942bc3
mode:d9251907d1dc	LEADS_TO	group:effect_group_0177
cause:50985be0c3af	CAUSES	mode:d9251907d1dc
cause:50985be0c3af	CAUSES_EFFECT	effect:67464b942bc3
mode:0a448ae7a88b	LEADS_TO	group:effect_regroup_0011
cause:ae5222fbd3b5	CAUSES	mode:0a448ae7a88b
cause:ae5222fbd3b5	CAUSES_EFFECT	group:effect_regroup_0011
effect:b26c270cec4e	BELONGS_TO	group:effect_regroup_0011
mode:b8ac296427a7	LEADS_TO	effect:67464b942bc3
mode:6af1715096ea	BELONGS_TO	group:mode_group_0214
cause:85f71229a7c8	BELONGS_TO	group:cause_group_0359
effect:7ff983fb58f7	BELONGS_TO	group:effect_group_0003
cause:512109b169ea	CAUSES	group:mode_group_0214
cause:512109b169ea	CAUSES_EFFECT	effect:932a6ec9975b
cause:512109b169ea	CAUSES_EFFECT	group:effect_group_0003
mode:ce656e29bdf3	BELONGS_TO	group:mode_group_0214
cause:76b3616edeb1	BELONGS_TO	group:cause_group_0359
mode:f373acf58fda	BELONGS_TO	group:mode_group_0214
cause:6b240d1c1bc5	CAUSES	group:mode_group_0214
cause:6b240d1c1bc5	CAUSES_EFFECT	group:effect_group_0003
cause:a6c19d179a54	CAUSES	group:mode_group_0214
cause:a6c19d179a54	CAUSES_EFFECT	group:effect_group_0003
mode:00e14149ed7b	LEADS_TO	group:effect_group_0003
cause:9c931120ea65	CAUSES	mode:00e14149ed7b
cause:9c931120ea65	CAUSES_EFFECT	group:effect_group_0003
mode:b095a40a9f68	LEADS_TO	group:effect_group_0177
cause:c45324a94498	CAUSES	mode:b095a40a9f68
cause:c45324a94498	CAUSES_EFFECT	group:effect_group_0177
cause:329b7457568b	BELONGS_TO	group:cause_group_0365
mode:d0795d78a891	LEADS_TO	group:effect_group_0032
cause:ffee8bc33e1c	BELONGS_TO	group:cause_group_0365
mode:24ea7684c2e0	LEADS_TO	effect:67464b942bc3
cause:782ef72d481f	CAUSES	mode:24ea7684c2e0
cause:782ef72d481f	CAUSES_EFFECT	effect:67464b942bc3
mode:0510f6a000b7	LEADS_TO	effect:67464b942bc3
cause:2265a29c9f7b	CAUSES	mode:0510f6a000b7
cause:2265a29c9f7b	CAUSES_EFFECT	effect:67464b942bc3
mode:296592a77ed2	LEADS_TO	group:effect_regroup_0015
cause:998c6be32b4e	CAUSES	mode:296592a77ed2
cause:998c6be32b4e	CAUSES_EFFECT	group:effect_regroup_0015
mode:c51b5aeef927	LEADS_TO	group:effect_regroup_0011
cause:0510f6a000b7	CAUSES	mode:c51b5aeef927
cause:0510f6a000b7	CAUSES_EFFECT	group:effect_regroup_0011
effect:7debeeb357a1	BELONGS_TO	group:effect_regroup_0011
mode:1dbd24c55427	LEADS_TO	effect:67464b942bc3
mode:1dbd24c55427	LEADS_TO	group:effect_group_0003
cause:0cfd6894bf68	CAUSES	mode:1dbd24c55427
cause:0cfd6894bf68	CAUSES_EFFECT	effect:67464b942bc3
cause:0cfd6894bf68	CAUSES_EFFECT	group:effect_group_0003
mode:f2bcb38bd844	LEADS_TO	group:effect_group_0003
cause:524b6462839c	CAUSES	mode:f2bcb38bd844
cause:524b6462839c	CAUSES_EFFECT	group:effect_group_0003
mode:0971e0ea2a3a	LEADS_TO	effect:668b375c1551
mode:0971e0ea2a3a	LEADS_TO	effect:a536a136b4f6
mode:0971e0ea2a3a	LEADS_TO	group:effect_regroup_0024
cause:00fe03a3c99c	CAUSES	mode:0971e0ea2a3a
cause:00fe03a3c99c	CAUSES_EFFECT	effect:668b375c1551
cause:00fe03a3c99c	CAUSES_EFFECT	effect:a536a136b4f6
cause:00fe03a3c99c	CAUSES_EFFECT	group:effect_regroup_0024
effect:47dca304a2ba	BELONGS_TO	group:effect_regroup_0024
mode:4dfc84502e86	LEADS_TO	effect:e3c185cdab9c
cause:31fb6d1c95cf	BELONGS_TO	group:cause_group_0057
mode:795dca65e19c	LEADS_TO	effect:3cab33cca767
cause:c5200acd479b	CAUSES	mode:795dca65e19c
cause:c5200acd479b	CAUSES_EFFECT	effect:3cab33cca767
mode:ee93e9a4072c	LEADS_TO	effect:b5c8991e14c9
cause:cbb87e7dc576	CAUSES	mode:ee93e9a4072c
cause:cbb87e7dc576	CAUSES_EFFECT	effect:b5c8991e14c9
mode:37c7fe25dc94	LEADS_TO	effect:344469cf5911
cause:8885e5815449	BELONGS_TO	group:cause_group_0375
mode:da554cd9f683	LEADS_TO	effect:082f637b5f4c
mode:b4911e2b9299	BELONGS_TO	group:mode_group_0040
cause:a0370fd4d79c	CAUSES	group:mode_group_0040
cause:a0370fd4d79c	CAUSES_EFFECT	group:effect_group_0177
effect:e37304afacf7	BELONGS_TO	group:effect_group_0177
mode:109dcf7cb724	LEADS_TO	effect:ef9e2dbde741
cause:e6fe11c23bf2	BELONGS_TO	group:cause_regroup_0026
mode:d63046f24155	LEADS_TO	effect:89aaf01eda2c
cause:fc5de27de080	CAUSES	mode:d63046f24155
cause:fc5de27de080	CAUSES_EFFECT	effect:89aaf01eda2c
mode:defa28515e25	BELONGS_TO	group:mode_group_0040
mode:bc7a9c9205ba	LEADS_TO	effect:e15d402f3abe
cause:5acda67eee1d	BELONGS_TO	group:cause_group_0301
mode:765cf974063a	LEADS_TO	effect:f6dccafd7d28
cause:d1e45a982e3d	CAUSES	mode:765cf974063a
cause:d1e45a982e3d	CAUSES_EFFECT	effect:f6dccafd7d28
mode:614819cb464c	LEADS_TO	effect:7b39018e408b
mode:614819cb464c	LEADS_TO	effect:6e004c4833b5
cause:96e396944123	CAUSES	mode:614819cb464c
cause:96e396944123	CAUSES_EFFECT	effect:7b39018e408b
cause:7b9348541f53	CAUSES	mode:614819cb464c
cause:7b9348541f53	CAUSES_EFFECT	effect:6e004c4833b5
mode:5f919d3edb51	LEADS_TO	group:effect_group_0151
cause:41f4a0f9dde5	CAUSES	mode:5f919d3edb51
cause:41f4a0f9dde5	CAUSES_EFFECT	group:effect_group_0151
effect:3439512689d6	BELONGS_TO	group:effect_group_0151
mode:0d1032fe2c1b	BELONGS_TO	group:mode_regroup_0002
cause:7f63545fe3d9	CAUSES	group:mode_regroup_0002
cause:7f63545fe3d9	CAUSES_EFFECT	effect:db5a33c53a42
mode:374863b66584	LEADS_TO	effect:db5a33c53a42
cause:b32f6bb0a54e	CAUSES	mode:374863b66584
cause:b32f6bb0a54e	CAUSES_EFFECT	effect:db5a33c53a42
mode:e97e8dd20f78	LEADS_TO	effect:4e67562969c6
cause:69d964709f52	CAUSES	mode:e97e8dd20f78
cause:69d964709f52	CAUSES_EFFECT	effect:4e67562969c6
mode:dfb2a8ae500f	BELONGS_TO	group:mode_group_0308
cause:83e1acda3ae1	CAUSES	group:mode_group_0308
cause:83e1acda3ae1	CAUSES_EFFECT	group:effect_regroup_0040
effect:4e9c8218aee6	BELONGS_TO	group:effect_regroup_0040
mode:223c6e715570	BELONGS_TO	group:mode_group_0200
cause:53a8d6708fb3	BELONGS_TO	group:cause_group_0386
cause:9f423553f6f9	BELONGS_TO	group:cause_group_0387
effect:65a4859fe3b7	BELONGS_TO	group:effect_regroup_0015
mode:d6a8d05b8a04	LEADS_TO	effect:2f0f32f17071
mode:d6a8d05b8a04	LEADS_TO	group:effect_group_0019
cause:440912d1a4e9	CAUSES	mode:d6a8d05b8a04
cause:440912d1a4e9	CAUSES_EFFECT	group:effect_group_0019
effect:9864586fafb5	BELONGS_TO	group:effect_group_0019
cause:7de12e331290	CAUSES	mode:d6a8d05b8a04
cause:7de12e331290	CAUSES_EFFECT	group:effect_group_0019
cause:ad61659f6338	CAUSES	mode:d6a8d05b8a04
cause:ad61659f6338	CAUSES_EFFECT	effect:2f0f32f17071
mode:2bab40109ab7	BELONGS_TO	group:mode_group_0308
cause:79979e8db943	BELONGS_TO	group:cause_group_0218
effect:223c6e715570	BELONGS_TO	group:effect_group_0214
mode:fcd2af2eac4d	LEADS_TO	group:effect_regroup_0040
cause:bfc02ac3ccae	BELONGS_TO	group:cause_group_0387
effect:08a78e81b8a9	BELONGS_TO	group:effect_regroup_0040
mode:9c583a0a533a	LEADS_TO	group:effect_regroup_0041
cause:b04282e1e7ec	CAUSES	mode:9c583a0a533a
cause:b04282e1e7ec	CAUSES_EFFECT	group:effect_regroup_0041
effect:8d2b49d3c522	BELONGS_TO	group:effect_regroup_0041
mode:1bf7ddf4d36f	LEADS_TO	effect:29e24ab555b4
cause:8abbba189985	CAUSES	mode:1bf7ddf4d36f
cause:8abbba189985	CAUSES_EFFECT	effect:29e24ab555b4
mode:7de57223557d	LEADS_TO	effect:1354ef03b853
cause:6f66a80da21b	CAUSES	mode:7de57223557d
cause:6f66a80da21b	CAUSES_EFFECT	effect:1354ef03b853
mode:a7290bf29ee6	BELONGS_TO	group:mode_group_0200
cause:782cec68cb30	BELONGS_TO	group:cause_group_0043
mode:19aa0606c279	LEADS_TO	effect:444234621533
mode:19aa0606c279	LEADS_TO	effect:5d878b54d752
cause:8c2f5fc7ba07	CAUSES	mode:19aa0606c279
cause:8c2f5fc7ba07	CAUSES_EFFECT	effect:444234621533
mode:bb4bca3e0b1c	LEADS_TO	effect:dc5890d9ae25
cause:66825d2b39f7	CAUSES	mode:bb4bca3e0b1c
cause:66825d2b39f7	CAUSES_EFFECT	effect:dc5890d9ae25
mode:743f37d3dffb	LEADS_TO	effect:29e24ab555b4
cause:aea1cc6a00bc	CAUSES	mode:743f37d3dffb
cause:aea1cc6a00bc	CAUSES_EFFECT	effect:29e24ab555b4
mode:dddea0cbc792	BELONGS_TO	group:mode_group_0149
cause:df2bcb49d485	CAUSES	group:mode_group_0149
cause:df2bcb49d485	CAUSES_EFFECT	group:effect_regroup_0003
effect:3a809b358556	BELONGS_TO	group:effect_regroup_0003
cause:a5e57f5eefbf	CAUSES	mode:19aa0606c279
cause:a5e57f5eefbf	CAUSES	mode:5d878b54d752
cause:a5e57f5eefbf	CAUSES_EFFECT	effect:5d878b54d752
cause:a5e57f5eefbf	CAUSES_EFFECT	group:effect_group_0225
cause:96a15f2c4196	CAUSES	mode:19aa0606c279
cause:96a15f2c4196	CAUSES	mode:5d878b54d752
cause:96a15f2c4196	CAUSES_EFFECT	effect:5d878b54d752
cause:96a15f2c4196	CAUSES_EFFECT	group:effect_group_0225
mode:b27315f3659f	BELONGS_TO	group:mode_regroup_0009
cause:3e97caa6d7e7	CAUSES	group:mode_regroup_0009
cause:3e97caa6d7e7	CAUSES_EFFECT	group:effect_regroup_0010
effect:3b049bc41100	BELONGS_TO	group:effect_regroup_0010
mode:2917ad9d7513	BELONGS_TO	group:mode_regroup_0032
cause:eb063abef78f	BELONGS_TO	group:cause_group_0400
effect:eb3d4d9d7125	BELONGS_TO	group:effect_group_0177
mode:f9064420de91	BELONGS_TO	group:mode_regroup_0003
cause:aaddc3454ccb	BELONGS_TO	group:cause_group_0288
effect:bd41579fe411	BELONGS_TO	group:effect_regroup_0040
cause:885e956d587b	CAUSES	group:mode_regroup_0003
cause:885e956d587b	CAUSES_EFFECT	group:effect_regroup_0043
effect:d7f000d80390	BELONGS_TO	group:effect_regroup_0043
cause:4bb1515ac2b8	CAUSES	group:mode_regroup_0003
cause:4bb1515ac2b8	CAUSES_EFFECT	group:effect_regroup_0043
mode:42865b2238bd	LEADS_TO	effect:44d702012a82
cause:441f2c23427a	BELONGS_TO	group:cause_group_0402
mode:836923aab083	BELONGS_TO	group:mode_regroup_0032
mode:ff2a4148fef4	LEADS_TO	effect:064558660035
cause:2ea7370f5762	CAUSES	mode:ff2a4148fef4
cause:2ea7370f5762	CAUSES_EFFECT	effect:064558660035
mode:28d5fbd82e09	LEADS_TO	group:effect_group_0087
cause:cffb6c9d76e5	BELONGS_TO	group:cause_group_0400
effect:3f40a6c57993	BELONGS_TO	group:effect_group_0087
mode:f877c5f74392	LEADS_TO	effect:32eeeb09c665
cause:511bc5c373be	BELONGS_TO	group:cause_group_0400
mode:a4074cda994b	LEADS_TO	group:effect_group_0214
cause:ec08bb59fbeb	CAUSES	mode:a4074cda994b
cause:ec08bb59fbeb	CAUSES_EFFECT	group:effect_group_0214
mode:1449e54d97e7	LEADS_TO	group:effect_group_0214
cause:32c1857a681c	CAUSES	mode:1449e54d97e7
cause:32c1857a681c	CAUSES_EFFECT	group:effect_group_0214
effect:d8637ff80891	BELONGS_TO	group:effect_group_0214
mode:e1784e78b5d5	BELONGS_TO	group:mode_group_0323
cause:83e22ace533f	CAUSES	group:mode_group_0323
cause:83e22ace533f	CAUSES_EFFECT	effect:48fdefa7871c
mode:ad9555c0969c	LEADS_TO	effect:9bdabfeba916
cause:18720025f993	CAUSES	mode:ad9555c0969c
cause:18720025f993	CAUSES_EFFECT	effect:9bdabfeba916
mode:0e68ae5d95eb	LEADS_TO	group:effect_group_0177
mode:0e68ae5d95eb	LEADS_TO	group:effect_regroup_0043
effect:676a915dd2b5	BELONGS_TO	group:effect_group_0177
cause:5eabf13a83df	CAUSES	mode:0e68ae5d95eb
cause:5eabf13a83df	CAUSES_EFFECT	group:effect_regroup_0043
effect:34b8da7c91ec	BELONGS_TO	group:effect_regroup_0043
mode:432f3bc65f9e	LEADS_TO	effect:211d49416e71
cause:611f5cfebb01	BELONGS_TO	group:cause_group_0402
mode:6d240a697354	BELONGS_TO	group:mode_group_0323
cause:0e68ae5d95eb	BELONGS_TO	group:cause_group_0375
mode:6e9541d5682b	BELONGS_TO	group:mode_regroup_0034
cause:bad7c1164b71	CAUSES	group:mode_regroup_0034
cause:bad7c1164b71	CAUSES_EFFECT	group:effect_group_0225
effect:4ebbb3035c16	BELONGS_TO	group:effect_group_0225
cause:d938865829aa	CAUSES	group:mode_regroup_0034
cause:d938865829aa	CAUSES_EFFECT	group:effect_group_0225
mode:44d702012a82	LEADS_TO	effect:dbab7d71ca85
mode:211d49416e71	LEADS_TO	effect:432f3bc65f9e
mode:5d878b54d752	LEADS_TO	group:effect_group_0225
effect:19aa0606c279	BELONGS_TO	group:effect_group_0225
element:a744d260ee77	HAS_FUNCTION	function:c4b4843d0272
function:c4b4843d0272	HAS_MODE	group:mode_group_0329
mode:ef5af13beae8	BELONGS_TO	group:mode_group_0329
cause:3e9711da8dc3	CAUSES	group:mode_group_0329
cause:3e9711da8dc3	CAUSES_EFFECT	effect:d513d3ef6134
cause:3e9711da8dc3	CAUSES_EFFECT	effect:5b458c1361d6
mode:b9625226b8fb	BELONGS_TO	group:mode_group_0329
element:fb6c93d56621	HAS_FUNCTION	function:d76dd6771bee
function:d76dd6771bee	HAS_MODE	mode:6594de5e9595
mode:6594de5e9595	LEADS_TO	effect:d513d3ef6134
cause:2d320fe9f535	BELONGS_TO	group:cause_group_0411
mode:490982a991c9	LEADS_TO	group:effect_group_0230
cause:104b25031337	CAUSES	mode:490982a991c9
cause:104b25031337	CAUSES_EFFECT	group:effect_group_0230
effect:aa0128d328cc	BELONGS_TO	group:effect_group_0230
cause:479adca2c6d7	CAUSES	mode:490982a991c9
cause:479adca2c6d7	CAUSES_EFFECT	group:effect_group_0230
cause:9e3127910390	CAUSES	mode:490982a991c9
cause:9e3127910390	CAUSES_EFFECT	group:effect_group_0230
mode:23212384f4e2	BELONGS_TO	group:mode_regroup_0035
cause:90b7e125c573	BELONGS_TO	group:cause_regroup_0030
effect:1e9d7910d1d6	BELONGS_TO	group:effect_group_0231
mode:1be4a6c1fc68	LEADS_TO	group:effect_group_0231
mode:1be4a6c1fc68	LEADS_TO	group:effect_group_0230
cause:d7fda53a9ad3	CAUSES	mode:1be4a6c1fc68
cause:d7fda53a9ad3	CAUSES_EFFECT	group:effect_group_0231
cause:d7fda53a9ad3	CAUSES_EFFECT	group:effect_group_0230
cause:56671aed9de1	BELONGS_TO	group:cause_group_0415
cause:5032dc5d4368	CAUSES	mode:1be4a6c1fc68
cause:5032dc5d4368	CAUSES_EFFECT	group:effect_group_0231
mode:52d8b962d107	BELONGS_TO	group:mode_regroup_0028
cause:bef972e06898	CAUSES	group:mode_regroup_0028
cause:bef972e06898	CAUSES_EFFECT	group:effect_group_0231
cause:45c7094ddc25	CAUSES	group:mode_regroup_0028
cause:45c7094ddc25	CAUSES_EFFECT	group:effect_group_0231
mode:a821455c1630	LEADS_TO	group:effect_group_0003
mode:4b8b51b6d425	LEADS_TO	group:effect_group_0003
cause:1236ede8eef5	BELONGS_TO	group:cause_group_0415
mode:9d73a0b70121	BELONGS_TO	group:mode_regroup_0036
cause:d68d9404b50c	BELONGS_TO	group:cause_group_0415
mode:62857f941550	BELONGS_TO	group:mode_regroup_0036
